qualified_third_groups,match_id,third_group
A-B-C-E-F-G-K-L,M79,E
A-B-C-E-F-G-K-L,M80,K
A-B-C-E-F-G-K-L,M81,B
A-B-C-E-F-G-K-L,M82,A
A-B-C-E-F-G-K-L,M85,G
A-B-C-E-F-G-K-L,M87,L
A-B-C-E-F-G-J-L,M74,C
A-B-C-E-F-G-J-L,M77,F
A-B-C-E-F-G-J-L,M79,E
A-B-C-E-F-G-J-L,M80,J
A-B-C-E-F-G-J-L,M81,B
A-B-C-E-F-G-J-L,M82,A
A-B-C-E-F-G-J-L,M85,G
A-B-C-E-F-G-J-L,M87,L
A-B-C-E-F-G-J-K,M74,C
A-B-C-E-F-G-J-K,M77,F
A-B-C-E-F-G-J-K,M79,E
A-B-C-E-F-G-J-K,M80,K
A-B-C-E-F-G-J-K,M81,B
A-B-C-E-F-G-J-K,M82,A
A-B-C-E-F-G-J-K,M85,G
A-B-C-E-F-G-J-K,M87,J
A-B-C-E-F-G-I-L,M74,C
A-B-C-E-F-G-I-L,M77,F
A-B-C-E-F-G-I-L,M79,E
A-B-C-E-F-G-I-L,M80,I
A-B-C-E-F-G-I-L,M81,B
A-B-C-E-F-G-I-L,M82,A
A-B-C-E-F-G-I-L,M85,G
A-B-C-E-F-G-I-L,M87,L
A-B-C-E-F-G-I-K,M74,C
A-B-C-E-F-G-I-K,M77,F
A-B-C-E-F-G-I-K,M79,E
A-B-C-E-F-G-I-K,M80,K
A-B-C-E-F-G-I-K,M81,B
A-B-C-E-F-G-I-K,M82,A
A-B-C-E-F-G-I-K,M85,G
A-B-C-E-F-G-I-K,M87,I
A-B-C-E-F-G-I-J,M74,C
A-B-C-E-F-G-I-J,M77,F
A-B-C-E-F-G-I-J,M79,E
A-B-C-E-F-G-I-J,M80,J
A-B-C-E-F-G-I-J,M81,B
A-B-C-E-F-G-I-J,M82,A
A-B-C-E-F-G-I-J,M85,G
A-B-C-E-F-G-I-J,M87,I
A-B-C-E-F-G-H-L,M74,C
A-B-C-E-F-G-H-L,M77,F
A-B-C-E-F-G-H-L,M79,H
A-B-C-E-F-G-H-L,M80,E
A-B-C-E-F-G-H-L,M81,B
A-B-C-E-F-G-H-L,M82,A
A-B-C-E-F-G-H-L,M85,G
A-B-C-E-F-G-H-L,M87,L
A-B-C-E-F-G-H-K,M74,C
A-B-C-E-F-G-H-K,M77,F
A-B-C-E-F-G-H-K,M79,H
A-B-C-E-F-G-H-K,M80,K
A-B-C-E-F-G-H-K,M81,B
A-B-C-E-F-G-H-K,M82,A
A-B-C-E-F-G-H-K,M85,G
A-B-C-E-F-G-H-K,M87,E
A-B-C-E-F-G-H-J,M74,C
A-B-C-E-F-G-H-J,M77,F
A-B-C-E-F-G-H-J,M79,H
A-B-C-E-F-G-H-J,M80,J
A-B-C-E-F-G-H-J,M81,B
A-B-C-E-F-G-H-J,M82,A
A-B-C-E-F-G-H-J,M85,G
A-B-C-E-F-G-H-J,M87,E
A-B-C-E-F-G-H-I,M74,C
A-B-C-E-F-G-H-I,M77,F
A-B-C-E-F-G-H-I,M79,H
A-B-C-E-F-G-H-I,M80,I
A-B-C-E-F-G-H-I,M81,B
A-B-C-E-F-G-H-I,M82,A
A-B-C-E-F-G-H-I,M85,G
A-B-C-E-F-G-H-I,M87,E
A-B-C-D-I-J-K-L,M74,C
A-B-C-D-I-J-K-L,M77,D
A-B-C-D-I-J-K-L,M79,I
A-B-C-D-I-J-K-L,M80,K
A-B-C-D-I-J-K-L,M81,B
A-B-C-D-I-J-K-L,M82,A
A-B-C-D-I-J-K-L,M85,J
A-B-C-D-I-J-K-L,M87,L
A-B-C-D-H-J-K-L,M74,C
A-B-C-D-H-J-K-L,M77,D
A-B-C-D-H-J-K-L,M79,H
A-B-C-D-H-J-K-L,M80,K
A-B-C-D-H-J-K-L,M81,B
A-B-C-D-H-J-K-L,M82,A
A-B-C-D-H-J-K-L,M85,J
A-B-C-D-H-J-K-L,M87,L
A-B-C-D-H-I-K-L,M74,C
A-B-C-D-H-I-K-L,M77,D
A-B-C-D-H-I-K-L,M79,H
A-B-C-D-H-I-K-L,M80,K
A-B-C-D-H-I-K-L,M81,B
A-B-C-D-H-I-K-L,M82,A
A-B-C-D-H-I-K-L,M85,I
A-B-C-D-H-I-K-L,M87,L
A-B-C-D-H-I-J-L,M74,C
A-B-C-D-H-I-J-L,M77,D
A-B-C-D-H-I-J-L,M79,H
A-B-C-D-H-I-J-L,M80,I
A-B-C-D-H-I-J-L,M81,B
A-B-C-D-H-I-J-L,M82,A
A-B-C-D-H-I-J-L,M85,J
A-B-C-D-H-I-J-L,M87,L
A-B-C-D-H-I-J-K,M74,C
A-B-C-D-H-I-J-K,M77,D
A-B-C-D-H-I-J-K,M79,H
A-B-C-D-H-I-J-K,M80,K
A-B-C-D-H-I-J-K,M81,B
A-B-C-D-H-I-J-K,M82,A
A-B-C-D-H-I-J-K,M85,J
A-B-C-D-H-I-J-K,M87,I
A-B-C-D-G-J-K-L,M74,D
A-B-C-D-G-J-K-L,M77,G
A-B-C-D-G-J-K-L,M79,C
A-B-C-D-G-J-K-L,M80,K
A-B-C-D-G-J-K-L,M81,B
A-B-C-D-G-J-K-L,M82,A
A-B-C-D-G-J-K-L,M85,J
A-B-C-D-G-J-K-L,M87,L
A-B-C-D-G-I-K-L,M74,C
A-B-C-D-G-I-K-L,M77,D
A-B-C-D-G-I-K-L,M79,I
A-B-C-D-G-I-K-L,M80,K
A-B-C-D-G-I-K-L,M81,B
A-B-C-D-G-I-K-L,M82,A
A-B-C-D-G-I-K-L,M85,G
A-B-C-D-G-I-K-L,M87,L
A-B-C-D-G-I-J-L,M74,D
A-B-C-D-G-I-J-L,M77,G
A-B-C-D-G-I-J-L,M79,C
A-B-C-D-G-I-J-L,M80,I
A-B-C-D-G-I-J-L,M81,B
A-B-C-D-G-I-J-L,M82,A
A-B-C-D-G-I-J-L,M85,J
A-B-C-D-G-I-J-L,M87,L
A-B-C-D-G-I-J-K,M74,D
A-B-C-D-G-I-J-K,M77,G
A-B-C-D-G-I-J-K,M79,C
A-B-C-D-G-I-J-K,M80,K
A-B-C-D-G-I-J-K,M81,B
A-B-C-D-G-I-J-K,M82,A
A-B-C-D-G-I-J-K,M85,J
A-B-C-D-G-I-J-K,M87,I
A-B-C-D-G-H-K-L,M74,C
A-B-C-D-G-H-K-L,M77,D
A-B-C-D-G-H-K-L,M79,H
A-B-C-D-G-H-K-L,M80,K
A-B-C-D-G-H-K-L,M81,B
A-B-C-D-G-H-K-L,M82,A
A-B-C-D-G-H-K-L,M85,G
A-B-C-D-G-H-K-L,M87,L
A-B-C-D-G-H-J-L,M74,C
A-B-C-D-G-H-J-L,M77,D
A-B-C-D-G-H-J-L,M79,H
A-B-C-D-G-H-J-L,M80,J
A-B-C-D-G-H-J-L,M81,B
A-B-C-D-G-H-J-L,M82,A
A-B-C-D-G-H-J-L,M85,G
A-B-C-D-G-H-J-L,M87,L
A-B-C-D-G-H-J-K,M74,C
A-B-C-D-G-H-J-K,M77,D
A-B-C-D-G-H-J-K,M79,H
A-B-C-D-G-H-J-K,M80,K
A-B-C-D-G-H-J-K,M81,B
A-B-C-D-G-H-J-K,M82,A
A-B-C-D-G-H-J-K,M85,G
A-B-C-D-G-H-J-K,M87,J
A-B-C-D-G-H-I-L,M74,C
A-B-C-D-G-H-I-L,M77,D
A-B-C-D-G-H-I-L,M79,H
A-B-C-D-G-H-I-L,M80,I
A-B-C-D-G-H-I-L,M81,B
A-B-C-D-G-H-I-L,M82,A
A-B-C-D-G-H-I-L,M85,G
A-B-C-D-G-H-I-L,M87,L
A-B-C-D-G-H-I-K,M74,C
A-B-C-D-G-H-I-K,M77,D
A-B-C-D-G-H-I-K,M79,H
A-B-C-D-G-H-I-K,M80,K
A-B-C-D-G-H-I-K,M81,B
A-B-C-D-G-H-I-K,M82,A
A-B-C-D-G-H-I-K,M85,G
A-B-C-D-G-H-I-K,M87,I
A-B-C-D-G-H-I-J,M74,C
A-B-C-D-G-H-I-J,M77,D
A-B-C-D-G-H-I-J,M79,H
A-B-C-D-G-H-I-J,M80,J
A-B-C-D-G-H-I-J,M81,B
A-B-C-D-G-H-I-J,M82,A
A-B-C-D-G-H-I-J,M85,G
A-B-C-D-G-H-I-J,M87,I
A-B-C-D-F-J-K-L,M74,D
A-B-C-D-F-J-K-L,M77,F
A-B-C-D-F-J-K-L,M79,C
A-B-C-D-F-J-K-L,M80,K
A-B-C-D-F-J-K-L,M81,B
A-B-C-D-F-J-K-L,M82,A
A-B-C-D-F-J-K-L,M85,J
A-B-C-D-F-J-K-L,M87,L
A-B-C-D-F-I-K-L,M74,D
A-B-C-D-F-I-K-L,M77,F
A-B-C-D-F-I-K-L,M79,C
A-B-C-D-F-I-K-L,M80,K
A-B-C-D-F-I-K-L,M81,B
A-B-C-D-F-I-K-L,M82,A
A-B-C-D-F-I-K-L,M85,I
A-B-C-D-F-I-K-L,M87,L
A-B-C-D-F-I-J-L,M74,D
A-B-C-D-F-I-J-L,M77,F
A-B-C-D-F-I-J-L,M79,C
A-B-C-D-F-I-J-L,M80,I
A-B-C-D-F-I-J-L,M81,B
A-B-C-D-F-I-J-L,M82,A
A-B-C-D-F-I-J-L,M85,J
A-B-C-D-F-I-J-L,M87,L
A-B-C-D-F-I-J-K,M74,D
A-B-C-D-F-I-J-K,M77,F
A-B-C-D-F-I-J-K,M79,C
A-B-C-D-F-I-J-K,M80,K
A-B-C-D-F-I-J-K,M81,B
A-B-C-D-F-I-J-K,M82,A
A-B-C-D-F-I-J-K,M85,J
A-B-C-D-F-I-J-K,M87,I
A-B-C-D-F-H-K-L,M74,C
A-B-C-D-F-H-K-L,M77,D
A-B-C-D-F-H-K-L,M79,H
A-B-C-D-F-H-K-L,M80,K
A-B-C-D-F-H-K-L,M81,B
A-B-C-D-F-H-K-L,M82,A
A-B-C-D-F-H-K-L,M85,F
A-B-C-D-F-H-K-L,M87,L
A-B-C-D-F-H-J-L,M74,D
A-B-C-D-F-H-J-L,M77,F
A-B-C-D-F-H-J-L,M79,C
A-B-C-D-F-H-J-L,M80,H
A-B-C-D-F-H-J-L,M81,B
A-B-C-D-F-H-J-L,M82,A
A-B-C-D-F-H-J-L,M85,J
A-B-C-D-F-H-J-L,M87,L
A-B-C-D-F-H-J-K,M74,C
A-B-C-D-F-H-J-K,M77,F
A-B-C-D-F-H-J-K,M79,H
A-B-C-D-F-H-J-K,M80,K
A-B-C-D-F-H-J-K,M81,B
A-B-C-D-F-H-J-K,M82,A
A-B-C-D-F-H-J-K,M85,J
A-B-C-D-F-H-J-K,M87,D
A-B-C-D-F-H-I-L,M74,C
A-B-C-D-F-H-I-L,M77,D
A-B-C-D-F-H-I-L,M79,H
A-B-C-D-F-H-I-L,M80,I
A-B-C-D-F-H-I-L,M81,B
A-B-C-D-F-H-I-L,M82,A
A-B-C-D-F-H-I-L,M85,F
A-B-C-D-F-H-I-L,M87,L
A-B-C-D-F-H-I-K,M74,C
A-B-C-D-F-H-I-K,M77,D
A-B-C-D-F-H-I-K,M79,H
A-B-C-D-F-H-I-K,M80,K
A-B-C-D-F-H-I-K,M81,B
A-B-C-D-F-H-I-K,M82,A
A-B-C-D-F-H-I-K,M85,F
A-B-C-D-F-H-I-K,M87,I
A-B-C-D-F-H-I-J,M74,C
A-B-C-D-F-H-I-J,M77,F
A-B-C-D-F-H-I-J,M79,H
A-B-C-D-F-H-I-J,M80,I
A-B-C-D-F-H-I-J,M81,B
A-B-C-D-F-H-I-J,M82,A
A-B-C-D-F-H-I-J,M85,J
A-B-C-D-F-H-I-J,M87,D
A-B-C-D-F-G-K-L,M74,D
A-B-C-D-F-G-K-L,M77,F
A-B-C-D-F-G-K-L,M79,C
A-B-C-D-F-G-K-L,M80,K
A-B-C-D-F-G-K-L,M81,B
A-B-C-D-F-G-K-L,M82,A
A-B-C-D-F-G-K-L,M85,G
A-B-C-D-F-G-K-L,M87,L
A-B-C-D-F-G-J-L,M74,D
A-B-C-D-F-G-J-L,M77,F
A-B-C-D-F-G-J-L,M79,C
A-B-C-D-F-G-J-L,M80,J
A-B-C-D-F-G-J-L,M81,B
A-B-C-D-F-G-J-L,M82,A
A-B-C-D-F-G-J-L,M85,G
A-B-C-D-F-G-J-L,M87,L
A-B-C-D-F-G-J-K,M74,D
A-B-C-D-F-G-J-K,M77,F
A-B-C-D-F-G-J-K,M79,C
A-B-C-D-F-G-J-K,M80,K
A-B-C-D-F-G-J-K,M81,B
A-B-C-D-F-G-J-K,M82,A
A-B-C-D-F-G-J-K,M85,G
A-B-C-D-F-G-J-K,M87,J
A-B-C-D-F-G-I-L,M74,D
A-B-C-D-F-G-I-L,M77,F
A-B-C-D-F-G-I-L,M79,C
A-B-C-D-F-G-I-L,M80,I
A-B-C-D-F-G-I-L,M81,B
A-B-C-D-F-G-I-L,M82,A
A-B-C-D-F-G-I-L,M85,G
A-B-C-D-F-G-I-L,M87,L
A-B-C-D-F-G-I-K,M74,D
A-B-C-D-F-G-I-K,M77,F
A-B-C-D-F-G-I-K,M79,C
A-B-C-D-F-G-I-K,M80,K
A-B-C-D-F-G-I-K,M81,B
A-B-C-D-F-G-I-K,M82,A
A-B-C-D-F-G-I-K,M85,G
A-B-C-D-F-G-I-K,M87,I
A-B-C-D-F-G-I-J,M74,D
A-B-C-D-F-G-I-J,M77,F
A-B-C-D-F-G-I-J,M79,C
A-B-C-D-F-G-I-J,M80,J
A-B-C-D-F-G-I-J,M81,B
A-B-C-D-F-G-I-J,M82,A
A-B-C-D-F-G-I-J,M85,G
A-B-C-D-F-G-I-J,M87,I
A-B-C-D-F-G-H-L,M74,D
A-B-C-D-F-G-H-L,M77,F
A-B-C-D-F-G-H-L,M79,C
A-B-C-D-F-G-H-L,M80,H
A-B-C-D-F-G-H-L,M81,B
A-B-C-D-F-G-H-L,M82,A
A-B-C-D-F-G-H-L,M85,G
A-B-C-D-F-G-H-L,M87,L
A-B-C-D-F-G-H-K,M74,C
A-B-C-D-F-G-H-K,M77,F
A-B-C-D-F-G-H-K,M79,H
A-B-C-D-F-G-H-K,M80,K
A-B-C-D-F-G-H-K,M81,B
A-B-C-D-F-G-H-K,M82,A
A-B-C-D-F-G-H-K,M85,G
A-B-C-D-F-G-H-K,M87,D
A-B-C-D-F-G-H-J,M74,C
A-B-C-D-F-G-H-J,M77,F
A-B-C-D-F-G-H-J,M79,H
A-B-C-D-F-G-H-J,M80,J
A-B-C-D-F-G-H-J,M81,B
A-B-C-D-F-G-H-J,M82,A
A-B-C-D-F-G-H-J,M85,G
A-B-C-D-F-G-H-J,M87,D
A-B-C-D-F-G-H-I,M74,C
A-B-C-D-F-G-H-I,M77,F
A-B-C-D-F-G-H-I,M79,H
A-B-C-D-F-G-H-I,M80,I
A-B-C-D-F-G-H-I,M81,B
A-B-C-D-F-G-H-I,M82,A
A-B-C-D-F-G-H-I,M85,G
A-B-C-D-F-G-H-I,M87,D
A-B-C-D-E-J-K-L,M74,C
A-B-C-D-E-J-K-L,M77,D
A-B-C-D-E-J-K-L,M79,E
A-B-C-D-E-J-K-L,M80,K
A-B-C-D-E-J-K-L,M81,B
A-B-C-D-E-J-K-L,M82,A
A-B-C-D-E-J-K-L,M85,J
A-B-C-D-E-J-K-L,M87,L
A-B-C-D-E-I-K-L,M74,C
A-B-C-D-E-I-K-L,M77,D
A-B-C-D-E-I-K-L,M79,E
A-B-C-D-E-I-K-L,M80,K
A-B-C-D-E-I-K-L,M81,B
A-B-C-D-E-I-K-L,M82,A
A-B-C-D-E-I-K-L,M85,I
A-B-C-D-E-I-K-L,M87,L
A-B-C-D-E-I-J-L,M74,C
A-B-C-D-E-I-J-L,M77,D
A-B-C-D-E-I-J-L,M79,E
A-B-C-D-E-I-J-L,M80,I
A-B-C-D-E-I-J-L,M81,B
A-B-C-D-E-I-J-L,M82,A
A-B-C-D-E-I-J-L,M85,J
A-B-C-D-E-I-J-L,M87,L
A-B-C-D-E-I-J-K,M74,C
A-B-C-D-E-I-J-K,M77,D
A-B-C-D-E-I-J-K,M79,E
A-B-C-D-E-I-J-K,M80,K
A-B-C-D-E-I-J-K,M81,B
A-B-C-D-E-I-J-K,M82,A
A-B-C-D-E-I-J-K,M85,J
A-B-C-D-E-I-J-K,M87,I
A-B-C-D-E-H-K-L,M74,C
A-B-C-D-E-H-K-L,M77,D
A-B-C-D-E-H-K-L,M79,H
A-B-C-D-E-H-K-L,M80,K
A-B-C-D-E-H-K-L,M81,B
A-B-C-D-E-H-K-L,M82,A
A-B-C-D-E-H-K-L,M85,E
A-B-C-D-E-H-K-L,M87,L
A-B-C-D-E-H-J-L,M74,C
A-B-C-D-E-H-J-L,M77,D
A-B-C-D-E-H-J-L,M79,H
A-B-C-D-E-H-J-L,M80,E
A-B-C-D-E-H-J-L,M81,B
A-B-C-D-E-H-J-L,M82,A
A-B-C-D-E-H-J-L,M85,J
A-B-C-D-E-H-J-L,M87,L
A-B-C-D-E-H-J-K,M74,C
A-B-C-D-E-H-J-K,M77,D
A-B-C-D-E-H-J-K,M79,H
A-B-C-D-E-H-J-K,M80,K
A-B-C-D-E-H-J-K,M81,B
A-B-C-D-E-H-J-K,M82,A
A-B-C-D-E-H-J-K,M85,J
A-B-C-D-E-H-J-K,M87,E
A-B-C-D-E-H-I-L,M74,C
A-B-C-D-E-H-I-L,M77,D
A-B-C-D-E-H-I-L,M79,H
A-B-C-D-E-H-I-L,M80,I
A-B-C-D-E-H-I-L,M81,B
A-B-C-D-E-H-I-L,M82,A
A-B-C-D-E-H-I-L,M85,E
A-B-C-D-E-H-I-L,M87,L
A-B-C-D-E-H-I-K,M74,C
A-B-C-D-E-H-I-K,M77,D
A-B-C-D-E-H-I-K,M79,H
A-B-C-D-E-H-I-K,M80,K
A-B-C-D-E-H-I-K,M81,B
A-B-C-D-E-H-I-K,M82,A
A-B-C-D-E-H-I-K,M85,E
A-B-C-D-E-H-I-K,M87,I
A-B-C-D-E-H-I-J,M74,C
A-B-C-D-E-H-I-J,M77,D
A-B-C-D-E-H-I-J,M79,H
A-B-C-D-E-H-I-J,M80,I
A-B-C-D-E-H-I-J,M81,B
A-B-C-D-E-H-I-J,M82,A
A-B-C-D-E-H-I-J,M85,J
A-B-C-D-E-H-I-J,M87,E
A-B-C-D-E-G-K-L,M74,C
A-B-C-D-E-G-K-L,M77,D
A-B-C-D-E-G-K-L,M79,E
A-B-C-D-E-G-K-L,M80,K
A-B-C-D-E-G-K-L,M81,B
A-B-C-D-E-G-K-L,M82,A
A-B-C-D-E-G-K-L,M85,G
A-B-C-D-E-G-K-L,M87,L
A-B-C-D-E-G-J-L,M74,C
A-B-C-D-E-G-J-L,M77,D
A-B-C-D-E-G-J-L,M79,E
A-B-C-D-E-G-J-L,M80,J
A-B-C-D-E-G-J-L,M81,B
A-B-C-D-E-G-J-L,M82,A
A-B-C-D-E-G-J-L,M85,G
A-B-C-D-E-G-J-L,M87,L
A-B-C-D-E-G-J-K,M74,C
A-B-C-D-E-G-J-K,M77,D
A-B-C-D-E-G-J-K,M79,E
A-B-C-D-E-G-J-K,M80,K
A-B-C-D-E-G-J-K,M81,B
A-B-C-D-E-G-J-K,M82,A
A-B-C-D-E-G-J-K,M85,G
A-B-C-D-E-G-J-K,M87,J
A-B-C-D-E-G-I-L,M74,C
A-B-C-D-E-G-I-L,M77,D
A-B-C-D-E-G-I-L,M79,E
A-B-C-D-E-G-I-L,M80,I
A-B-C-D-E-G-I-L,M81,B
A-B-C-D-E-G-I-L,M82,A
A-B-C-D-E-G-I-L,M85,G
A-B-C-D-E-G-I-L,M87,L
A-B-C-D-E-G-I-K,M74,C
A-B-C-D-E-G-I-K,M77,D
A-B-C-D-E-G-I-K,M79,E
A-B-C-D-E-G-I-K,M80,K
A-B-C-D-E-G-I-K,M81,B
A-B-C-D-E-G-I-K,M82,A
A-B-C-D-E-G-I-K,M85,G
A-B-C-D-E-G-I-K,M87,I
A-B-C-D-E-G-I-J,M74,C
A-B-C-D-E-G-I-J,M77,D
A-B-C-D-E-G-I-J,M79,E
A-B-C-D-E-G-I-J,M80,J
A-B-C-D-E-G-I-J,M81,B
A-B-C-D-E-G-I-J,M82,A
A-B-C-D-E-G-I-J,M85,G
A-B-C-D-E-G-I-J,M87,I
A-B-C-D-E-G-H-L,M74,C
A-B-C-D-E-G-H-L,M77,D
A-B-C-D-E-G-H-L,M79,H
A-B-C-D-E-G-H-L,M80,E
A-B-C-D-E-G-H-L,M81,B
A-B-C-D-E-G-H-L,M82,A
A-B-C-D-E-G-H-L,M85,G
A-B-C-D-E-G-H-L,M87,L
A-B-C-D-E-G-H-K,M74,C
A-B-C-D-E-G-H-K,M77,D
A-B-C-D-E-G-H-K,M79,H
A-B-C-D-E-G-H-K,M80,K
A-B-C-D-E-G-H-K,M81,B
A-B-C-D-E-G-H-K,M82,A
A-B-C-D-E-G-H-K,M85,G
A-B-C-D-E-G-H-K,M87,E
A-B-C-D-E-G-H-J,M74,C
A-B-C-D-E-G-H-J,M77,D
A-B-C-D-E-G-H-J,M79,H
A-B-C-D-E-G-H-J,M80,J
A-B-C-D-E-G-H-J,M81,B
A-B-C-D-E-G-H-J,M82,A
A-B-C-D-E-G-H-J,M85,G
A-B-C-D-E-G-H-J,M87,E
A-B-C-D-E-G-H-I,M74,C
A-B-C-D-E-G-H-I,M77,D
A-B-C-D-E-G-H-I,M79,H
A-B-C-D-E-G-H-I,M80,I
A-B-C-D-E-G-H-I,M81,B
A-B-C-D-E-G-H-I,M82,A
A-B-C-D-E-G-H-I,M85,G
A-B-C-D-E-G-H-I,M87,E
A-B-C-D-E-F-K-L,M74,D
A-B-C-D-E-F-K-L,M77,F
A-B-C-D-E-F-K-L,M79,C
A-B-C-D-E-F-K-L,M80,K
A-B-C-D-E-F-K-L,M81,B
A-B-C-D-E-F-K-L,M82,A
A-B-C-D-E-F-K-L,M85,E
A-B-C-D-E-F-K-L,M87,L
A-B-C-D-E-F-J-L,M74,D
A-B-C-D-E-F-J-L,M77,F
A-B-C-D-E-F-J-L,M79,C
A-B-C-D-E-F-J-L,M80,E
A-B-C-D-E-F-J-L,M81,B
A-B-C-D-E-F-J-L,M82,A
A-B-C-D-E-F-J-L,M85,J
A-B-C-D-E-F-J-L,M87,L
A-B-C-D-E-F-J-K,M74,D
A-B-C-D-E-F-J-K,M77,F
A-B-C-D-E-F-J-K,M79,C
A-B-C-D-E-F-J-K,M80,K
A-B-C-D-E-F-J-K,M81,B
A-B-C-D-E-F-J-K,M82,A
A-B-C-D-E-F-J-K,M85,J
A-B-C-D-E-F-J-K,M87,E
A-B-C-D-E-F-I-L,M74,D
A-B-C-D-E-F-I-L,M77,F
A-B-C-D-E-F-I-L,M79,C
A-B-C-D-E-F-I-L,M80,I
A-B-C-D-E-F-I-L,M81,B
A-B-C-D-E-F-I-L,M82,A
A-B-C-D-E-F-I-L,M85,E
A-B-C-D-E-F-I-L,M87,L
A-B-C-D-E-F-I-K,M74,D
A-B-C-D-E-F-I-K,M77,F
A-B-C-D-E-F-I-K,M79,C
A-B-C-D-E-F-I-K,M80,K
A-B-C-D-E-F-I-K,M81,B
A-B-C-D-E-F-I-K,M82,A
A-B-C-D-E-F-I-K,M85,E
A-B-C-D-E-F-I-K,M87,I
A-B-C-D-E-F-I-J,M74,D
A-B-C-D-E-F-I-J,M77,F
A-B-C-D-E-F-I-J,M79,C
A-B-C-D-E-F-I-J,M80,I
A-B-C-D-E-F-I-J,M81,B
A-B-C-D-E-F-I-J,M82,A
A-B-C-D-E-F-I-J,M85,J
A-B-C-D-E-F-I-J,M87,E
A-B-C-D-E-F-H-L,M74,C
A-B-C-D-E-F-H-L,M77,D
A-B-C-D-E-F-H-L,M79,H
A-B-C-D-E-F-H-L,M80,E
A-B-C-D-E-F-H-L,M81,B
A-B-C-D-E-F-H-L,M82,A
A-B-C-D-E-F-H-L,M85,F
A-B-C-D-E-F-H-L,M87,L
A-B-C-D-E-F-H-K,M74,C
A-B-C-D-E-F-H-K,M77,F
A-B-C-D-E-F-H-K,M79,H
A-B-C-D-E-F-H-K,M80,K
A-B-C-D-E-F-H-K,M81,B
A-B-C-D-E-F-H-K,M82,A
A-B-C-D-E-F-H-K,M85,E
A-B-C-D-E-F-H-K,M87,D
A-B-C-D-E-F-H-J,M74,C
A-B-C-D-E-F-H-J,M77,F
A-B-C-D-E-F-H-J,M79,H
A-B-C-D-E-F-H-J,M80,E
A-B-C-D-E-F-H-J,M81,B
A-B-C-D-E-F-H-J,M82,A
A-B-C-D-E-F-H-J,M85,J
A-B-C-D-E-F-H-J,M87,D
A-B-C-D-E-F-H-I,M74,C
A-B-C-D-E-F-H-I,M77,F
A-B-C-D-E-F-H-I,M79,H
A-B-C-D-E-F-H-I,M80,I
A-B-C-D-E-F-H-I,M81,B
A-B-C-D-E-F-H-I,M82,A
A-B-C-D-E-F-H-I,M85,E
A-B-C-D-E-F-H-I,M87,D
A-B-C-D-E-F-G-L,M74,D
A-B-C-D-E-F-G-L,M77,F
A-B-C-D-E-F-G-L,M79,C
A-B-C-D-E-F-G-L,M80,E
A-B-C-D-E-F-G-L,M81,B
A-B-C-D-E-F-G-L,M82,A
A-B-C-D-E-F-G-L,M85,G
A-B-C-D-E-F-G-L,M87,L
A-B-C-D-E-F-G-K,M74,D
A-B-C-D-E-F-G-K,M77,F
A-B-C-D-E-F-G-K,M79,C
A-B-C-D-E-F-G-K,M80,K
A-B-C-D-E-F-G-K,M81,B
A-B-C-D-E-F-G-K,M82,A
A-B-C-D-E-F-G-K,M85,G
A-B-C-D-E-F-G-K,M87,E
A-B-C-D-E-F-G-J,M74,D
A-B-C-D-E-F-G-J,M77,F
A-B-C-D-E-F-G-J,M79,C
A-B-C-D-E-F-G-J,M80,J
A-B-C-D-E-F-G-J,M81,B
A-B-C-D-E-F-G-J,M82,A
A-B-C-D-E-F-G-J,M85,G
A-B-C-D-E-F-G-J,M87,E
A-B-C-D-E-F-G-I,M74,D
A-B-C-D-E-F-G-I,M77,F
A-B-C-D-E-F-G-I,M79,C
A-B-C-D-E-F-G-I,M80,I
A-B-C-D-E-F-G-I,M81,B
A-B-C-D-E-F-G-I,M82,A
A-B-C-D-E-F-G-I,M85,G
A-B-C-D-E-F-G-I,M87,E
A-B-C-D-E-F-G-H,M74,C
A-B-C-D-E-F-G-H,M77,F
A-B-C-D-E-F-G-H,M79,H
A-B-C-D-E-F-G-H,M80,E
A-B-C-D-E-F-G-H,M81,B
A-B-C-D-E-F-G-H,M82,A
A-B-C-D-E-F-G-H,M85,G
A-B-C-D-E-F-G-H,M87,D
