qualified_third_groups,match_id,third_group
A-F-G-H-I-J-K-L,M87,L
A-E-G-H-I-J-K-L,M74,A
A-E-G-H-I-J-K-L,M77,G
A-E-G-H-I-J-K-L,M79,E
A-E-G-H-I-J-K-L,M80,K
A-E-G-H-I-J-K-L,M81,I
A-E-G-H-I-J-K-L,M82,H
A-E-G-H-I-J-K-L,M85,J
A-E-G-H-I-J-K-L,M87,L
A-E-F-H-I-J-K-L,M74,F
A-E-F-H-I-J-K-L,M77,H
A-E-F-H-I-J-K-L,M79,E
A-E-F-H-I-J-K-L,M80,K
A-E-F-H-I-J-K-L,M81,I
A-E-F-H-I-J-K-L,M82,A
A-E-F-H-I-J-K-L,M85,J
A-E-F-H-I-J-K-L,M87,L
A-E-F-G-I-J-K-L,M74,F
A-E-F-G-I-J-K-L,M77,G
A-E-F-G-I-J-K-L,M79,E
A-E-F-G-I-J-K-L,M80,K
A-E-F-G-I-J-K-L,M81,I
A-E-F-G-I-J-K-L,M82,A
A-E-F-G-I-J-K-L,M85,J
A-E-F-G-I-J-K-L,M87,L
A-E-F-G-H-J-K-L,M74,F
A-E-F-G-H-J-K-L,M77,H
A-E-F-G-H-J-K-L,M79,E
A-E-F-G-H-J-K-L,M80,K
A-E-F-G-H-J-K-L,M81,J
A-E-F-G-H-J-K-L,M82,A
A-E-F-G-H-J-K-L,M85,G
A-E-F-G-H-J-K-L,M87,L
A-E-F-G-H-I-K-L,M74,F
A-E-F-G-H-I-K-L,M77,H
A-E-F-G-H-I-K-L,M79,E
A-E-F-G-H-I-K-L,M80,K
A-E-F-G-H-I-K-L,M81,I
A-E-F-G-H-I-K-L,M82,A
A-E-F-G-H-I-K-L,M85,G
A-E-F-G-H-I-K-L,M87,L
A-E-F-G-H-I-J-L,M74,F
A-E-F-G-H-I-J-L,M77,H
A-E-F-G-H-I-J-L,M79,E
A-E-F-G-H-I-J-L,M80,I
A-E-F-G-H-I-J-L,M81,J
A-E-F-G-H-I-J-L,M82,A
A-E-F-G-H-I-J-L,M85,G
A-E-F-G-H-I-J-L,M87,L
A-E-F-G-H-I-J-K,M74,F
A-E-F-G-H-I-J-K,M77,H
A-E-F-G-H-I-J-K,M79,E
A-E-F-G-H-I-J-K,M80,K
A-E-F-G-H-I-J-K,M81,J
A-E-F-G-H-I-J-K,M82,A
A-E-F-G-H-I-J-K,M85,G
A-E-F-G-H-I-J-K,M87,I
A-D-G-H-I-J-K-L,M74,D
A-D-G-H-I-J-K-L,M77,G
A-D-G-H-I-J-K-L,M79,H
A-D-G-H-I-J-K-L,M80,K
A-D-G-H-I-J-K-L,M81,I
A-D-G-H-I-J-K-L,M82,A
A-D-G-H-I-J-K-L,M85,J
A-D-G-H-I-J-K-L,M87,L
A-D-F-H-I-J-K-L,M74,D
A-D-F-H-I-J-K-L,M77,F
A-D-F-H-I-J-K-L,M79,H
A-D-F-H-I-J-K-L,M80,K
A-D-F-H-I-J-K-L,M81,I
A-D-F-H-I-J-K-L,M82,A
A-D-F-H-I-J-K-L,M85,J
A-D-F-H-I-J-K-L,M87,L
A-D-F-G-I-J-K-L,M74,D
A-D-F-G-I-J-K-L,M77,F
A-D-F-G-I-J-K-L,M79,I
A-D-F-G-I-J-K-L,M80,K
A-D-F-G-I-J-K-L,M81,J
A-D-F-G-I-J-K-L,M82,A
A-D-F-G-I-J-K-L,M85,G
A-D-F-G-I-J-K-L,M87,L
A-D-F-G-H-J-K-L,M74,D
A-D-F-G-H-J-K-L,M77,F
A-D-F-G-H-J-K-L,M79,H
A-D-F-G-H-J-K-L,M80,K
A-D-F-G-H-J-K-L,M81,J
A-D-F-G-H-J-K-L,M82,A
A-D-F-G-H-J-K-L,M85,G
A-D-F-G-H-J-K-L,M87,L
A-D-F-G-H-I-K-L,M74,D
A-D-F-G-H-I-K-L,M77,F
A-D-F-G-H-I-K-L,M79,H
A-D-F-G-H-I-K-L,M80,K
A-D-F-G-H-I-K-L,M81,I
A-D-F-G-H-I-K-L,M82,A
A-D-F-G-H-I-K-L,M85,G
A-D-F-G-H-I-K-L,M87,L
A-D-F-G-H-I-J-L,M74,D
A-D-F-G-H-I-J-L,M77,F
A-D-F-G-H-I-J-L,M79,H
A-D-F-G-H-I-J-L,M80,I
A-D-F-G-H-I-J-L,M81,J
A-D-F-G-H-I-J-L,M82,A
A-D-F-G-H-I-J-L,M85,G
A-D-F-G-H-I-J-L,M87,L
A-D-F-G-H-I-J-K,M74,D
A-D-F-G-H-I-J-K,M77,F
A-D-F-G-H-I-J-K,M79,H
A-D-F-G-H-I-J-K,M80,K
A-D-F-G-H-I-J-K,M81,J
A-D-F-G-H-I-J-K,M82,A
A-D-F-G-H-I-J-K,M85,G
A-D-F-G-H-I-J-K,M87,I
A-D-E-H-I-J-K-L,M74,D
A-D-E-H-I-J-K-L,M77,H
A-D-E-H-I-J-K-L,M79,E
A-D-E-H-I-J-K-L,M80,K
A-D-E-H-I-J-K-L,M81,I
A-D-E-H-I-J-K-L,M82,A
A-D-E-H-I-J-K-L,M85,J
A-D-E-H-I-J-K-L,M87,L
A-D-E-G-I-J-K-L,M74,D
A-D-E-G-I-J-K-L,M77,G
A-D-E-G-I-J-K-L,M79,E
A-D-E-G-I-J-K-L,M80,K
A-D-E-G-I-J-K-L,M81,I
A-D-E-G-I-J-K-L,M82,A
A-D-E-G-I-J-K-L,M85,J
A-D-E-G-I-J-K-L,M87,L
A-D-E-G-H-J-K-L,M74,D
A-D-E-G-H-J-K-L,M77,H
A-D-E-G-H-J-K-L,M79,E
A-D-E-G-H-J-K-L,M80,K
A-D-E-G-H-J-K-L,M81,J
A-D-E-G-H-J-K-L,M82,A
A-D-E-G-H-J-K-L,M85,G
A-D-E-G-H-J-K-L,M87,L
A-D-E-G-H-I-K-L,M74,D
A-D-E-G-H-I-K-L,M77,H
A-D-E-G-H-I-K-L,M79,E
A-D-E-G-H-I-K-L,M80,K
A-D-E-G-H-I-K-L,M81,I
A-D-E-G-H-I-K-L,M82,A
A-D-E-G-H-I-K-L,M85,G
A-D-E-G-H-I-K-L,M87,L
A-D-E-G-H-I-J-L,M74,D
A-D-E-G-H-I-J-L,M77,H
A-D-E-G-H-I-J-L,M79,E
A-D-E-G-H-I-J-L,M80,I
A-D-E-G-H-I-J-L,M81,J
A-D-E-G-H-I-J-L,M82,A
A-D-E-G-H-I-J-L,M85,G
A-D-E-G-H-I-J-L,M87,L
A-D-E-G-H-I-J-K,M74,D
A-D-E-G-H-I-J-K,M77,H
A-D-E-G-H-I-J-K,M79,E
A-D-E-G-H-I-J-K,M80,K
A-D-E-G-H-I-J-K,M81,J
A-D-E-G-H-I-J-K,M82,A
A-D-E-G-H-I-J-K,M85,G
A-D-E-G-H-I-J-K,M87,I
A-D-E-F-I-J-K-L,M74,D
A-D-E-F-I-J-K-L,M77,F
A-D-E-F-I-J-K-L,M79,E
A-D-E-F-I-J-K-L,M80,K
A-D-E-F-I-J-K-L,M81,I
A-D-E-F-I-J-K-L,M82,A
A-D-E-F-I-J-K-L,M85,J
A-D-E-F-I-J-K-L,M87,L
A-D-E-F-H-J-K-L,M74,D
A-D-E-F-H-J-K-L,M77,F
A-D-E-F-H-J-K-L,M79,H
A-D-E-F-H-J-K-L,M80,K
A-D-E-F-H-J-K-L,M81,E
A-D-E-F-H-J-K-L,M82,A
A-D-E-F-H-J-K-L,M85,J
A-D-E-F-H-J-K-L,M87,L
A-D-E-F-H-I-K-L,M74,D
A-D-E-F-H-I-K-L,M77,F
A-D-E-F-H-I-K-L,M79,H
A-D-E-F-H-I-K-L,M80,K
A-D-E-F-H-I-K-L,M81,I
A-D-E-F-H-I-K-L,M82,A
A-D-E-F-H-I-K-L,M85,E
A-D-E-F-H-I-K-L,M87,L
A-D-E-F-H-I-J-L,M74,D
A-D-E-F-H-I-J-L,M77,F
A-D-E-F-H-I-J-L,M79,H
A-D-E-F-H-I-J-L,M80,I
A-D-E-F-H-I-J-L,M81,E
A-D-E-F-H-I-J-L,M82,A
A-D-E-F-H-I-J-L,M85,J
A-D-E-F-H-I-J-L,M87,L
A-D-E-F-H-I-J-K,M74,D
A-D-E-F-H-I-J-K,M77,F
A-D-E-F-H-I-J-K,M79,H
A-D-E-F-H-I-J-K,M80,K
A-D-E-F-H-I-J-K,M81,E
A-D-E-F-H-I-J-K,M82,A
A-D-E-F-H-I-J-K,M85,J
A-D-E-F-H-I-J-K,M87,I
A-D-E-F-G-J-K-L,M74,D
A-D-E-F-G-J-K-L,M77,F
A-D-E-F-G-J-K-L,M79,E
A-D-E-F-G-J-K-L,M80,K
A-D-E-F-G-J-K-L,M81,J
A-D-E-F-G-J-K-L,M82,A
A-D-E-F-G-J-K-L,M85,G
A-D-E-F-G-J-K-L,M87,L
A-D-E-F-G-I-K-L,M74,D
A-D-E-F-G-I-K-L,M77,F
A-D-E-F-G-I-K-L,M79,E
A-D-E-F-G-I-K-L,M80,K
A-D-E-F-G-I-K-L,M81,I
A-D-E-F-G-I-K-L,M82,A
A-D-E-F-G-I-K-L,M85,G
A-D-E-F-G-I-K-L,M87,L
A-D-E-F-G-I-J-L,M74,D
A-D-E-F-G-I-J-L,M77,F
A-D-E-F-G-I-J-L,M79,E
A-D-E-F-G-I-J-L,M80,I
A-D-E-F-G-I-J-L,M81,J
A-D-E-F-G-I-J-L,M82,A
A-D-E-F-G-I-J-L,M85,G
A-D-E-F-G-I-J-L,M87,L
A-D-E-F-G-I-J-K,M74,D
A-D-E-F-G-I-J-K,M77,F
A-D-E-F-G-I-J-K,M79,E
A-D-E-F-G-I-J-K,M80,K
A-D-E-F-G-I-J-K,M81,J
A-D-E-F-G-I-J-K,M82,A
A-D-E-F-G-I-J-K,M85,G
A-D-E-F-G-I-J-K,M87,I
A-D-E-F-G-H-K-L,M74,D
A-D-E-F-G-H-K-L,M77,F
A-D-E-F-G-H-K-L,M79,H
A-D-E-F-G-H-K-L,M80,K
A-D-E-F-G-H-K-L,M81,E
A-D-E-F-G-H-K-L,M82,A
A-D-E-F-G-H-K-L,M85,G
A-D-E-F-G-H-K-L,M87,L
A-D-E-F-G-H-J-L,M74,D
A-D-E-F-G-H-J-L,M77,F
A-D-E-F-G-H-J-L,M79,H
A-D-E-F-G-H-J-L,M80,E
A-D-E-F-G-H-J-L,M81,J
A-D-E-F-G-H-J-L,M82,A
A-D-E-F-G-H-J-L,M85,G
A-D-E-F-G-H-J-L,M87,L
A-D-E-F-G-H-J-K,M74,D
A-D-E-F-G-H-J-K,M77,F
A-D-E-F-G-H-J-K,M79,H
A-D-E-F-G-H-J-K,M80,K
A-D-E-F-G-H-J-K,M81,J
A-D-E-F-G-H-J-K,M82,A
A-D-E-F-G-H-J-K,M85,G
A-D-E-F-G-H-J-K,M87,E
A-D-E-F-G-H-I-L,M74,D
A-D-E-F-G-H-I-L,M77,F
A-D-E-F-G-H-I-L,M79,H
A-D-E-F-G-H-I-L,M80,I
A-D-E-F-G-H-I-L,M81,E
A-D-E-F-G-H-I-L,M82,A
A-D-E-F-G-H-I-L,M85,G
A-D-E-F-G-H-I-L,M87,L
A-D-E-F-G-H-I-K,M74,D
A-D-E-F-G-H-I-K,M77,F
A-D-E-F-G-H-I-K,M79,H
A-D-E-F-G-H-I-K,M80,K
A-D-E-F-G-H-I-K,M81,E
A-D-E-F-G-H-I-K,M82,A
A-D-E-F-G-H-I-K,M85,G
A-D-E-F-G-H-I-K,M87,I
A-D-E-F-G-H-I-J,M74,D
A-D-E-F-G-H-I-J,M77,F
A-D-E-F-G-H-I-J,M79,H
A-D-E-F-G-H-I-J,M80,I
A-D-E-F-G-H-I-J,M81,J
A-D-E-F-G-H-I-J,M82,A
A-D-E-F-G-H-I-J,M85,G
A-D-E-F-G-H-I-J,M87,E
A-C-G-H-I-J-K-L,M74,C
A-C-G-H-I-J-K-L,M77,G
A-C-G-H-I-J-K-L,M79,H
A-C-G-H-I-J-K-L,M80,K
A-C-G-H-I-J-K-L,M81,I
A-C-G-H-I-J-K-L,M82,A
A-C-G-H-I-J-K-L,M85,J
A-C-G-H-I-J-K-L,M87,L
A-C-F-H-I-J-K-L,M74,C
A-C-F-H-I-J-K-L,M77,F
A-C-F-H-I-J-K-L,M79,H
A-C-F-H-I-J-K-L,M80,K
A-C-F-H-I-J-K-L,M81,I
A-C-F-H-I-J-K-L,M82,A
A-C-F-H-I-J-K-L,M85,J
A-C-F-H-I-J-K-L,M87,L
A-C-F-G-I-J-K-L,M74,C
A-C-F-G-I-J-K-L,M77,F
A-C-F-G-I-J-K-L,M79,I
A-C-F-G-I-J-K-L,M80,K
A-C-F-G-I-J-K-L,M81,J
A-C-F-G-I-J-K-L,M82,A
A-C-F-G-I-J-K-L,M85,G
A-C-F-G-I-J-K-L,M87,L
A-C-F-G-H-J-K-L,M74,C
A-C-F-G-H-J-K-L,M77,F
A-C-F-G-H-J-K-L,M79,H
A-C-F-G-H-J-K-L,M80,K
A-C-F-G-H-J-K-L,M81,J
A-C-F-G-H-J-K-L,M82,A
A-C-F-G-H-J-K-L,M85,G
A-C-F-G-H-J-K-L,M87,L
A-C-F-G-H-I-K-L,M74,C
A-C-F-G-H-I-K-L,M77,F
A-C-F-G-H-I-K-L,M79,H
A-C-F-G-H-I-K-L,M80,K
A-C-F-G-H-I-K-L,M81,I
A-C-F-G-H-I-K-L,M82,A
A-C-F-G-H-I-K-L,M85,G
A-C-F-G-H-I-K-L,M87,L
A-C-F-G-H-I-J-L,M74,C
A-C-F-G-H-I-J-L,M77,F
A-C-F-G-H-I-J-L,M79,H
A-C-F-G-H-I-J-L,M80,I
A-C-F-G-H-I-J-L,M81,J
A-C-F-G-H-I-J-L,M82,A
A-C-F-G-H-I-J-L,M85,G
A-C-F-G-H-I-J-L,M87,L
A-C-F-G-H-I-J-K,M74,C
A-C-F-G-H-I-J-K,M77,F
A-C-F-G-H-I-J-K,M79,H
A-C-F-G-H-I-J-K,M80,K
A-C-F-G-H-I-J-K,M81,J
A-C-F-G-H-I-J-K,M82,A
A-C-F-G-H-I-J-K,M85,G
A-C-F-G-H-I-J-K,M87,I
A-C-E-H-I-J-K-L,M74,C
A-C-E-H-I-J-K-L,M77,H
A-C-E-H-I-J-K-L,M79,E
A-C-E-H-I-J-K-L,M80,K
A-C-E-H-I-J-K-L,M81,I
A-C-E-H-I-J-K-L,M82,A
A-C-E-H-I-J-K-L,M85,J
A-C-E-H-I-J-K-L,M87,L
A-C-E-G-I-J-K-L,M74,C
A-C-E-G-I-J-K-L,M77,G
A-C-E-G-I-J-K-L,M79,E
A-C-E-G-I-J-K-L,M80,K
A-C-E-G-I-J-K-L,M81,I
A-C-E-G-I-J-K-L,M82,A
A-C-E-G-I-J-K-L,M85,J
A-C-E-G-I-J-K-L,M87,L
A-C-E-G-H-J-K-L,M74,C
A-C-E-G-H-J-K-L,M77,H
A-C-E-G-H-J-K-L,M79,E
A-C-E-G-H-J-K-L,M80,K
A-C-E-G-H-J-K-L,M81,J
A-C-E-G-H-J-K-L,M82,A
A-C-E-G-H-J-K-L,M85,G
A-C-E-G-H-J-K-L,M87,L
A-C-E-G-H-I-K-L,M74,C
A-C-E-G-H-I-K-L,M77,H
A-C-E-G-H-I-K-L,M79,E
A-C-E-G-H-I-K-L,M80,K
A-C-E-G-H-I-K-L,M81,I
A-C-E-G-H-I-K-L,M82,A
A-C-E-G-H-I-K-L,M85,G
A-C-E-G-H-I-K-L,M87,L
A-C-E-G-H-I-J-L,M74,C
A-C-E-G-H-I-J-L,M77,H
A-C-E-G-H-I-J-L,M79,E
A-C-E-G-H-I-J-L,M80,I
A-C-E-G-H-I-J-L,M81,J
A-C-E-G-H-I-J-L,M82,A
A-C-E-G-H-I-J-L,M85,G
A-C-E-G-H-I-J-L,M87,L
A-C-E-G-H-I-J-K,M74,C
A-C-E-G-H-I-J-K,M77,H
A-C-E-G-H-I-J-K,M79,E
A-C-E-G-H-I-J-K,M80,K
A-C-E-G-H-I-J-K,M81,J
A-C-E-G-H-I-J-K,M82,A
A-C-E-G-H-I-J-K,M85,G
A-C-E-G-H-I-J-K,M87,I
A-C-E-F-I-J-K-L,M74,C
A-C-E-F-I-J-K-L,M77,F
A-C-E-F-I-J-K-L,M79,E
A-C-E-F-I-J-K-L,M80,K
A-C-E-F-I-J-K-L,M81,I
A-C-E-F-I-J-K-L,M82,A
A-C-E-F-I-J-K-L,M85,J
A-C-E-F-I-J-K-L,M87,L
A-C-E-F-H-J-K-L,M74,C
A-C-E-F-H-J-K-L,M77,F
A-C-E-F-H-J-K-L,M79,H
A-C-E-F-H-J-K-L,M80,K
A-C-E-F-H-J-K-L,M81,E
A-C-E-F-H-J-K-L,M82,A
A-C-E-F-H-J-K-L,M85,J
A-C-E-F-H-J-K-L,M87,L
A-C-E-F-H-I-K-L,M74,C
A-C-E-F-H-I-K-L,M77,F
A-C-E-F-H-I-K-L,M79,H
A-C-E-F-H-I-K-L,M80,K
A-C-E-F-H-I-K-L,M81,I
A-C-E-F-H-I-K-L,M82,A
A-C-E-F-H-I-K-L,M85,E
A-C-E-F-H-I-K-L,M87,L
A-C-E-F-H-I-J-L,M74,C
A-C-E-F-H-I-J-L,M77,F
A-C-E-F-H-I-J-L,M79,H
A-C-E-F-H-I-J-L,M80,I
A-C-E-F-H-I-J-L,M81,E
A-C-E-F-H-I-J-L,M82,A
A-C-E-F-H-I-J-L,M85,J
A-C-E-F-H-I-J-L,M87,L
A-C-E-F-H-I-J-K,M74,C
A-C-E-F-H-I-J-K,M77,F
A-C-E-F-H-I-J-K,M79,H
A-C-E-F-H-I-J-K,M80,K
A-C-E-F-H-I-J-K,M81,E
A-C-E-F-H-I-J-K,M82,A
A-C-E-F-H-I-J-K,M85,J
A-C-E-F-H-I-J-K,M87,I
A-C-E-F-G-J-K-L,M74,C
A-C-E-F-G-J-K-L,M77,F
A-C-E-F-G-J-K-L,M79,E
A-C-E-F-G-J-K-L,M80,K
A-C-E-F-G-J-K-L,M81,J
A-C-E-F-G-J-K-L,M82,A
A-C-E-F-G-J-K-L,M85,G
A-C-E-F-G-J-K-L,M87,L
A-C-E-F-G-I-K-L,M74,C
A-C-E-F-G-I-K-L,M77,F
A-C-E-F-G-I-K-L,M79,E
A-C-E-F-G-I-K-L,M80,K
A-C-E-F-G-I-K-L,M81,I
A-C-E-F-G-I-K-L,M82,A
A-C-E-F-G-I-K-L,M85,G
A-C-E-F-G-I-K-L,M87,L
A-C-E-F-G-I-J-L,M74,C
A-C-E-F-G-I-J-L,M77,F
A-C-E-F-G-I-J-L,M79,E
A-C-E-F-G-I-J-L,M80,I
A-C-E-F-G-I-J-L,M81,J
A-C-E-F-G-I-J-L,M82,A
A-C-E-F-G-I-J-L,M85,G
A-C-E-F-G-I-J-L,M87,L
A-C-E-F-G-I-J-K,M74,C
A-C-E-F-G-I-J-K,M77,F
A-C-E-F-G-I-J-K,M79,E
A-C-E-F-G-I-J-K,M80,K
A-C-E-F-G-I-J-K,M81,J
A-C-E-F-G-I-J-K,M82,A
A-C-E-F-G-I-J-K,M85,G
A-C-E-F-G-I-J-K,M87,I
A-C-E-F-G-H-K-L,M74,C
A-C-E-F-G-H-K-L,M77,F
A-C-E-F-G-H-K-L,M79,H
A-C-E-F-G-H-K-L,M80,K
A-C-E-F-G-H-K-L,M81,E
A-C-E-F-G-H-K-L,M82,A
A-C-E-F-G-H-K-L,M85,G
A-C-E-F-G-H-K-L,M87,L
A-C-E-F-G-H-J-L,M74,C
A-C-E-F-G-H-J-L,M77,F
A-C-E-F-G-H-J-L,M79,H
A-C-E-F-G-H-J-L,M80,E
A-C-E-F-G-H-J-L,M81,J
A-C-E-F-G-H-J-L,M82,A
A-C-E-F-G-H-J-L,M85,G
A-C-E-F-G-H-J-L,M87,L
A-C-E-F-G-H-J-K,M74,C
A-C-E-F-G-H-J-K,M77,F
A-C-E-F-G-H-J-K,M79,H
A-C-E-F-G-H-J-K,M80,K
A-C-E-F-G-H-J-K,M81,J
A-C-E-F-G-H-J-K,M82,A
A-C-E-F-G-H-J-K,M85,G
A-C-E-F-G-H-J-K,M87,E
A-C-E-F-G-H-I-L,M74,C
A-C-E-F-G-H-I-L,M77,F
A-C-E-F-G-H-I-L,M79,H
A-C-E-F-G-H-I-L,M80,I
A-C-E-F-G-H-I-L,M81,E
A-C-E-F-G-H-I-L,M82,A
A-C-E-F-G-H-I-L,M85,G
A-C-E-F-G-H-I-L,M87,L
A-C-E-F-G-H-I-K,M74,C
A-C-E-F-G-H-I-K,M77,F
A-C-E-F-G-H-I-K,M79,H
A-C-E-F-G-H-I-K,M80,K
A-C-E-F-G-H-I-K,M81,E
A-C-E-F-G-H-I-K,M82,A
A-C-E-F-G-H-I-K,M85,G
A-C-E-F-G-H-I-K,M87,I
A-C-E-F-G-H-I-J,M74,C
A-C-E-F-G-H-I-J,M77,F
A-C-E-F-G-H-I-J,M79,H
A-C-E-F-G-H-I-J,M80,I
A-C-E-F-G-H-I-J,M81,J
A-C-E-F-G-H-I-J,M82,A
A-C-E-F-G-H-I-J,M85,G
A-C-E-F-G-H-I-J,M87,E
A-C-D-H-I-J-K-L,M74,C
A-C-D-H-I-J-K-L,M77,D
A-C-D-H-I-J-K-L,M79,H
A-C-D-H-I-J-K-L,M80,K
A-C-D-H-I-J-K-L,M81,I
A-C-D-H-I-J-K-L,M82,A
A-C-D-H-I-J-K-L,M85,J
A-C-D-H-I-J-K-L,M87,L
A-C-D-G-I-J-K-L,M74,C
A-C-D-G-I-J-K-L,M77,D
A-C-D-G-I-J-K-L,M79,I
A-C-D-G-I-J-K-L,M80,K
A-C-D-G-I-J-K-L,M81,J
A-C-D-G-I-J-K-L,M82,A
A-C-D-G-I-J-K-L,M85,G
A-C-D-G-I-J-K-L,M87,L
A-C-D-G-H-J-K-L,M74,C
A-C-D-G-H-J-K-L,M77,D
A-C-D-G-H-J-K-L,M79,H
A-C-D-G-H-J-K-L,M80,K
A-C-D-G-H-J-K-L,M81,J
A-C-D-G-H-J-K-L,M82,A
A-C-D-G-H-J-K-L,M85,G
A-C-D-G-H-J-K-L,M87,L
A-C-D-G-H-I-K-L,M74,C
A-C-D-G-H-I-K-L,M77,D
A-C-D-G-H-I-K-L,M79,H
A-C-D-G-H-I-K-L,M80,K
A-C-D-G-H-I-K-L,M81,I
A-C-D-G-H-I-K-L,M82,A
A-C-D-G-H-I-K-L,M85,G
A-C-D-G-H-I-K-L,M87,L
A-C-D-G-H-I-J-L,M74,C
A-C-D-G-H-I-J-L,M77,D
A-C-D-G-H-I-J-L,M79,H
A-C-D-G-H-I-J-L,M80,I
A-C-D-G-H-I-J-L,M81,J
A-C-D-G-H-I-J-L,M82,A
A-C-D-G-H-I-J-L,M85,G
A-C-D-G-H-I-J-L,M87,L
A-C-D-G-H-I-J-K,M74,C
A-C-D-G-H-I-J-K,M77,D
A-C-D-G-H-I-J-K,M79,H
A-C-D-G-H-I-J-K,M80,K
A-C-D-G-H-I-J-K,M81,J
A-C-D-G-H-I-J-K,M82,A
A-C-D-G-H-I-J-K,M85,G
A-C-D-G-H-I-J-K,M87,I
A-C-D-F-I-J-K-L,M74,D
A-C-D-F-I-J-K-L,M77,F
A-C-D-F-I-J-K-L,M79,C
A-C-D-F-I-J-K-L,M80,K
A-C-D-F-I-J-K-L,M81,I
A-C-D-F-I-J-K-L,M82,A
A-C-D-F-I-J-K-L,M85,J
A-C-D-F-I-J-K-L,M87,L
A-C-D-F-H-J-K-L,M74,C
A-C-D-F-H-J-K-L,M77,D
A-C-D-F-H-J-K-L,M79,H
A-C-D-F-H-J-K-L,M80,K
A-C-D-F-H-J-K-L,M81,F
A-C-D-F-H-J-K-L,M82,A
A-C-D-F-H-J-K-L,M85,J
A-C-D-F-H-J-K-L,M87,L
A-C-D-F-H-I-K-L,M74,C
A-C-D-F-H-I-K-L,M77,D
A-C-D-F-H-I-K-L,M79,H
A-C-D-F-H-I-K-L,M80,K
A-C-D-F-H-I-K-L,M81,I
A-C-D-F-H-I-K-L,M82,A
A-C-D-F-H-I-K-L,M85,F
A-C-D-F-H-I-K-L,M87,L
A-C-D-F-H-I-J-L,M74,C
A-C-D-F-H-I-J-L,M77,D
A-C-D-F-H-I-J-L,M79,H
A-C-D-F-H-I-J-L,M80,I
A-C-D-F-H-I-J-L,M81,F
A-C-D-F-H-I-J-L,M82,A
A-C-D-F-H-I-J-L,M85,J
A-C-D-F-H-I-J-L,M87,L
A-C-D-F-H-I-J-K,M74,C
A-C-D-F-H-I-J-K,M77,D
A-C-D-F-H-I-J-K,M79,H
A-C-D-F-H-I-J-K,M80,K
A-C-D-F-H-I-J-K,M81,F
A-C-D-F-H-I-J-K,M82,A
A-C-D-F-H-I-J-K,M85,J
A-C-D-F-H-I-J-K,M87,I
A-C-D-F-G-J-K-L,M74,D
A-C-D-F-G-J-K-L,M77,F
A-C-D-F-G-J-K-L,M79,C
A-C-D-F-G-J-K-L,M80,K
A-C-D-F-G-J-K-L,M81,J
A-C-D-F-G-J-K-L,M82,A
A-C-D-F-G-J-K-L,M85,G
A-C-D-F-G-J-K-L,M87,L
A-C-D-F-G-I-K-L,M74,D
A-C-D-F-G-I-K-L,M77,F
A-C-D-F-G-I-K-L,M79,C
A-C-D-F-G-I-K-L,M80,K
A-C-D-F-G-I-K-L,M81,I
A-C-D-F-G-I-K-L,M82,A
A-C-D-F-G-I-K-L,M85,G
A-C-D-F-G-I-K-L,M87,L
A-C-D-F-G-I-J-L,M74,D
A-C-D-F-G-I-J-L,M77,F
A-C-D-F-G-I-J-L,M79,C
A-C-D-F-G-I-J-L,M80,I
A-C-D-F-G-I-J-L,M81,J
A-C-D-F-G-I-J-L,M82,A
A-C-D-F-G-I-J-L,M85,G
A-C-D-F-G-I-J-L,M87,L
A-C-D-F-G-I-J-K,M74,D
A-C-D-F-G-I-J-K,M77,F
A-C-D-F-G-I-J-K,M79,C
A-C-D-F-G-I-J-K,M80,K
A-C-D-F-G-I-J-K,M81,J
A-C-D-F-G-I-J-K,M82,A
A-C-D-F-G-I-J-K,M85,G
A-C-D-F-G-I-J-K,M87,I
A-C-D-F-G-H-K-L,M74,C
A-C-D-F-G-H-K-L,M77,D
A-C-D-F-G-H-K-L,M79,H
A-C-D-F-G-H-K-L,M80,K
A-C-D-F-G-H-K-L,M81,F
A-C-D-F-G-H-K-L,M82,A
A-C-D-F-G-H-K-L,M85,G
A-C-D-F-G-H-K-L,M87,L
A-C-D-F-G-H-J-L,M74,D
A-C-D-F-G-H-J-L,M77,F
A-C-D-F-G-H-J-L,M79,C
A-C-D-F-G-H-J-L,M80,H
A-C-D-F-G-H-J-L,M81,J
A-C-D-F-G-H-J-L,M82,A
A-C-D-F-G-H-J-L,M85,G
A-C-D-F-G-H-J-L,M87,L
A-C-D-F-G-H-J-K,M74,C
A-C-D-F-G-H-J-K,M77,F
A-C-D-F-G-H-J-K,M79,H
A-C-D-F-G-H-J-K,M80,K
A-C-D-F-G-H-J-K,M81,J
A-C-D-F-G-H-J-K,M82,A
A-C-D-F-G-H-J-K,M85,G
A-C-D-F-G-H-J-K,M87,D
A-C-D-F-G-H-I-L,M74,C
A-C-D-F-G-H-I-L,M77,D
A-C-D-F-G-H-I-L,M79,H
A-C-D-F-G-H-I-L,M80,I
A-C-D-F-G-H-I-L,M81,F
A-C-D-F-G-H-I-L,M82,A
A-C-D-F-G-H-I-L,M85,G
A-C-D-F-G-H-I-L,M87,L
A-C-D-F-G-H-I-K,M74,C
A-C-D-F-G-H-I-K,M77,D
A-C-D-F-G-H-I-K,M79,H
A-C-D-F-G-H-I-K,M80,K
A-C-D-F-G-H-I-K,M81,F
A-C-D-F-G-H-I-K,M82,A
A-C-D-F-G-H-I-K,M85,G
A-C-D-F-G-H-I-K,M87,I
